metID,metName,metFormula,metComp
panEubacterium_sulci_i17tca1_c,"Isoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted",C121H236O135P24,c
panEubacterium_sulci_i17tcaacgam_c,"Isoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",C313H548N24O255P24,c
panEubacterium_sulci_i17tcaala_D_c,"Isoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted",C193H332O135N24P24,c
panEubacterium_sulci_i17tcaglc_c,"Isoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted",C265H476O255P24,c
panEubacterium_sulci_iasp_c,Iminoaspartate,C4H3NO4,c
panEubacterium_sulci_ibcoa_c,isobutyryl-CoA(4-),C25H38N7O17P3S,c
panEubacterium_sulci_ichor_c,Isochorismate,C10H8O6,c
panEubacterium_sulci_icit_c,Isocitrate,C6H5O7,c
panEubacterium_sulci_idp_c,IDP(3-),C10H11N4O11P2,c
panEubacterium_sulci_ihdcoa_c,"fa6coa,Iso-C16:0 CoA   Isohexadecanoyl-CoA",C37H62N7O17P3S,c
panEubacterium_sulci_ihpdcoa_c,"fa11coa, Iso-C17:0 CoA   Isoheptadecanoyl-CoA",C38H64N7O17P3S,c
panEubacterium_sulci_ile_L_c,L-isoleucine,C6H13NO2,c
panEubacterium_sulci_ile_L_u,L-isoleucine,C6H13NO2,u
panEubacterium_sulci_im4ac_c,imidazol-4-ylacetate,C5H5N2O2,c
panEubacterium_sulci_im4act_c,imidazole-4-acetaldehyde,C5H6N2O,c
panEubacterium_sulci_imp_c,IMP,C10H11N4O8P,c
panEubacterium_sulci_inost_c,myo-inositol,C6H12O6,c
panEubacterium_sulci_ins_c,Inosine,C10H12N4O5,c
panEubacterium_sulci_ipdcoa_c,"fa3coa,Iso-C15:0 CoA   Isopentadecanoyl-CoA",C36H60N7O17P3S,c
panEubacterium_sulci_ipdp_c,Isopentenyl diphosphate,C5H9O7P2,c
panEubacterium_sulci_itdcoa_c,"fa1coa,Iso-C14:0 CoA   Isotetradecanoyl-CoA",C35H58N7O17P3S,c
panEubacterium_sulci_itp_c,ITP(3-),C10H11N4O14P3,c
panEubacterium_sulci_ivcoa_c,Isovaleryl-CoA,C26H40N7O17P3S,c
panEubacterium_sulci_k_c,potassium,K,c
panEubacterium_sulci_k_u,potassium,K,u
panEubacterium_sulci_kdo2lipid4L_c,KDO(2)-lipid IV(A) with laurate,C96H170N2O38P2,c
panEubacterium_sulci_l2a6o_c,L-2-Amino-6-oxopimelate,C7H10NO5,c
panEubacterium_sulci_lac_D_c,D-lactate,C3H5O3,c
panEubacterium_sulci_lac_D_u,D-lactate,C3H5O3,u
panEubacterium_sulci_lac_L_c,L-lactate,C3H5O3,c
panEubacterium_sulci_lac_L_u,L-lactate,C3H5O3,u
panEubacterium_sulci_lald_L_c,(S)-lactaldehyde,C3H6O2,c
panEubacterium_sulci_lcts_c,Lactose,C12H22O11,c
panEubacterium_sulci_leu_L_c,L-leucine,C6H13NO2,c
panEubacterium_sulci_leu_L_u,L-leucine,C6H13NO2,u
panEubacterium_sulci_lgt_S_c,(R)-S-lactoylglutathionate(1-),C13H20N3O8S,c
panEubacterium_sulci_lipoate_c,lipoate,C8H14O2S2,c
panEubacterium_sulci_lpam_c,lipoamide,C8H15NOS2,c
panEubacterium_sulci_lpro_c,Lipoylprotein,S2X,c
panEubacterium_sulci_lys_L_c,L-lysine,C6H15N2O2,c
panEubacterium_sulci_lys_L_u,L-lysine,C6H15N2O2,u
panEubacterium_sulci_m12dahglyc_c,"Monoglucosyl-1,2 dianteisoheptadecanoylglycerol",C43H82O10,c
panEubacterium_sulci_m12dihglyc_c,"Monoglucosyl-1,2 diisoheptadecanoylglycerol",C43H82O10,c
panEubacterium_sulci_m12dsglyc_c,"Monoglucosyl-1,2 distearoylglycerol",C45H86O10,c
panEubacterium_sulci_madg_c,alpha-Methyl-D-glucoside,C7H14O6,c
panEubacterium_sulci_malACP_c,Malonyl-[acyl-carrier protein],C14H22N2O10PRS,c
panEubacterium_sulci_mal_L_c,L-malate,C4H4O5,c
panEubacterium_sulci_malcoa_c,Malonyl-CoA,C24H33N7O19P3S,c
panEubacterium_sulci_malt_c,Maltose,C12H22O11,c
panEubacterium_sulci_malt_u,Maltose,C12H22O11,u
panEubacterium_sulci_man6p_c,D-Mannose 6-phosphate,C6H11O9P,c
panEubacterium_sulci_mbdg_c,beta-Methylglucoside,C7H14O6,c
panEubacterium_sulci_meoh_c,methanol,CH4O1,c
panEubacterium_sulci_met_D_c,D-Methionine,C5H10NO2S,c
panEubacterium_sulci_met_D_u,D-Methionine,C5H10NO2S,u
panEubacterium_sulci_met_L_c,L-methionine,C5H11NO2S,c
panEubacterium_sulci_met_L_u,L-methionine,C5H11NO2S,u
panEubacterium_sulci_metala_c,L-methionyl-L-alanine,C8H16N2O3S,c
panEubacterium_sulci_metala_u,L-methionyl-L-alanine,C8H16N2O3S,u
panEubacterium_sulci_methf_c,"5,10-Methenyltetrahydrofolate",C20H20N7O6,c
panEubacterium_sulci_metsox_R_L_c,L-methionine-R-sulfoxide,C5H11NO3S,c
panEubacterium_sulci_metsox_R_L_u,L-methionine-R-sulfoxide,C5H11NO3S,u
panEubacterium_sulci_metsox_S_L_c,L-Methionine Sulfoxide,C5H11NO3S,c
panEubacterium_sulci_metsox_S_L_u,L-Methionine Sulfoxide,C5H11NO3S,u
panEubacterium_sulci_mev_R_c,(R)-mevalonate,C6H11O4,c
panEubacterium_sulci_mg2_c,magnesium,Mg,c
panEubacterium_sulci_mg2_u,magnesium,Mg,u
panEubacterium_sulci_mlthf_c,"5,10-Methylenetetrahydrofolate",C20H21N7O6,c
panEubacterium_sulci_mn2_c,Mn2+,Mn,c
panEubacterium_sulci_mn2_u,Mn2+,Mn,u
panEubacterium_sulci_mql8_c,Menaquinol 8,C51H74O2,c
panEubacterium_sulci_mqn8_c,Menaquinone 8,C51H72O2,c
panEubacterium_sulci_mqn8_u,Menaquinone 8,C51H72O2,u
panEubacterium_sulci_mthgxl_c,methylglyoxal,C3H4O2,c
panEubacterium_sulci_murein4p4p_c,"two linked disacharide tetrapeptide murein units (uncrosslinked, middle of chain)",C74H114N14O40,c
panEubacterium_sulci_murein4px4p4p_c,"three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (mid... <Preview truncated at 128 characters>",C111H169N21O59,c
panEubacterium_sulci_murein4px4p_c,"two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C74H112N14O39,c
panEubacterium_sulci_murein4px4px4p_c,three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala) & tetrapeptide corsslinked tetrapepti... <Preview truncated at 128 characters>,C111H167N21O58,c
panEubacterium_sulci_murein5p4p_c,"two linked disacharide pentapeptide and tetrapeptide murein units (uncrosslinked, middle of chain)",C77H119N15O41,c
panEubacterium_sulci_murein5px4p_c,"two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)",C77H117N15O40,c
panEubacterium_sulci_myrsACP_c,Myristoyl-ACP (n-C14:0ACP),C25H47N2O8PRS,c
panEubacterium_sulci_myrstca1_c,"Myristoyllipoteichoic acid (n=24), linked, unsubstituted",C115H224O135P24,c
panEubacterium_sulci_myrstcaala_D_c,"Myristoyllipoteichoic acid (n=24), linked, D-alanine substituted",C187H320N24O135P24,c
panEubacterium_sulci_n6all26d_c,"N6-Acetyl-LL-2,6-diaminoheptanedioate",C9H15N2O5,c
panEubacterium_sulci_na1_c,Sodium,Na,c
panEubacterium_sulci_na1_u,Sodium,Na,u
panEubacterium_sulci_nac_c,Nicotinate,C6H4NO2,c
panEubacterium_sulci_nac_u,Nicotinate,C6H4NO2,u
panEubacterium_sulci_nad_c,Nicotinamide adenine dinucleotide,C21H26N7O14P2,c
panEubacterium_sulci_nadh_c,Nicotinamide adenine dinucleotide - reduced,C21H27N7O14P2,c
panEubacterium_sulci_nadp_c,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,c
panEubacterium_sulci_nadp_u,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,u
panEubacterium_sulci_nadph_c,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,c
panEubacterium_sulci_ncam_c,Nicotinamide,C6H6N2O,c
panEubacterium_sulci_nh4_c,Ammonium,H4N,c
panEubacterium_sulci_nh4_u,Ammonium,H4N,u
panEubacterium_sulci_nicrns_c,Nicotinate D-ribonucleoside,C11H13NO6,c
panEubacterium_sulci_nicrnt_c,Nicotinate D-ribonucleotide,C11H12NO9P,c
panEubacterium_sulci_nmn_c,NMN,C11H14N2O8P,c
panEubacterium_sulci_nmn_u,NMN,C11H14N2O8P,u
panEubacterium_sulci_no3_c,Nitrate,NO3,c
panEubacterium_sulci_o2_c,O2,O2,c
panEubacterium_sulci_o2_u,O2,O2,u
panEubacterium_sulci_o2s_c,superoxide,O2,c
panEubacterium_sulci_oaa_c,Oxaloacetate,C4H2O5,c
panEubacterium_sulci_ocACP_c,Octanoyl-ACP (n-C8:0ACP),C19H35N2O8PRS,c
panEubacterium_sulci_occoa_c,Octanoyl-CoA (n-C8:0CoA),C29H46N7O17P3S,c
panEubacterium_sulci_ocdcaACP_c,Octadecanoyl-ACP (n-C18:0ACP),C29H55N2O8PRS,c
panEubacterium_sulci_ocdca_c,octadecanoate (n-C18:0),C18H35O2,c
panEubacterium_sulci_ocdca_u,octadecanoate (n-C18:0),C18H35O2,u
panEubacterium_sulci_ocdcea_c,octadecenoate (n-C18:1),C18H33O2,c
panEubacterium_sulci_octdp_c,all-trans-Octaprenyl diphosphate,C40H65O7P2,c
panEubacterium_sulci_octeACP_c,cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),C29H53N2O8PRS,c
panEubacterium_sulci_odecoa_c,Octadecenoyl-CoA (n-C18:1CoA),C39H64N7O17P3S,c
panEubacterium_sulci_ohpb_c,2-Oxo-3-hydroxy-4-phosphobutanoate,C4H4O8P,c
panEubacterium_sulci_orn_c,Ornithine,C5H13N2O2,c
panEubacterium_sulci_orn_u,Ornithine,C5H13N2O2,u
panEubacterium_sulci_orot5p_c,Orotidine 5-phosphate,C10H10N2O11P,c
panEubacterium_sulci_orot_c,Orotate,C5H3N2O4,c
panEubacterium_sulci_orot_u,Orotate,C5H3N2O4,u
panEubacterium_sulci_oxa_c,oxalate(2-),C2O4,c
panEubacterium_sulci_oxadpcoa_c,3-Oxoadipyl-CoA,C27H37N7O20P3S,c
panEubacterium_sulci_pa120_c,"1,2-didodecanoyl-sn-glycerol 3-phosphate",C27H51O8P1,c
panEubacterium_sulci_pa140_c,"1,2-ditetradecanoyl-sn-glycerol 3-phosphate",C31H59O8P1,c
panEubacterium_sulci_pa141_c,"1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate",C31H55O8P1,c
panEubacterium_sulci_pa160_c,"1,2-dihexadecanoyl-sn-glycerol 3-phosphate",C35H67O8P1,c
panEubacterium_sulci_pa161_c,"1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate",C35H63O8P1,c
panEubacterium_sulci_pa180_c,"1,2-dioctadecanoyl-sn-glycerol 3-phosphate",C39H75O8P1,c
panEubacterium_sulci_pa181_c,"1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate",C39H71O8P1,c
panEubacterium_sulci_paai15_c,"1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate (12-methyl-tetradecanoyl, anteiso-C15)",C33H63O8P,c
panEubacterium_sulci_paai17_c,"1,2-dianteisoheptadecanoyl-sn-glycerol 3-phosphate (14-methyl-hexadecanoyl, anteiso-C17)",C37H71O8P,c
panEubacterium_sulci_pai14_c,"1,2-diisotetradecanoyl-sn-glycerol 3-phosphate (12-methyl-tridecanoyl, iso-C14)",C31H59O8P,c
panEubacterium_sulci_pai15_c,"1,2-diisopentadecanoyl-sn-glycerol 3-phosphate (13-methyl-tetradecanoyl, iso-C15)",C33H63O8P,c
panEubacterium_sulci_pai16_c,"1,2-diisohexadecanoyl-sn-glycerol 3-phosphate (14-methyl-pentadecanoyl, iso-C16)",C35H67O8P,c
panEubacterium_sulci_pai17_c,"1,2-diisoheptadecanoyl-sn-glycerol 3-phosphate (15-methyl-hexadecanoyl, iso-C17)",C37H71O8P,c
panEubacterium_sulci_palmACP_c,Palmitoyl-ACP (n-C16:0ACP),C27H51N2O8PRS,c
panEubacterium_sulci_palmtca1_c,"Palmitoyllipoteichoic acid (n=24), linked, unsubstituted",C119H232O135P24,c
panEubacterium_sulci_palmtcaala_D_c,"Palmitoyllipoteichoic acid (n=24), linked, D-alanine substituted",C191H328O135N24P24,c
panEubacterium_sulci_pan4p_c,Pantetheine 4-phosphate,C11H21N2O7PS,c
panEubacterium_sulci_pant_R_c,(R)-Pantoate,C6H11O4,c
panEubacterium_sulci_pap_c,"adenosine 3,5-bismonophosphate(4-)",C10H11N5O10P2,c
panEubacterium_sulci_paps_c,Phosphoadenosine phosphosulfate,C10H11N5O13P2S,c
panEubacterium_sulci_pb_c,Lead,Pb,c
panEubacterium_sulci_pb_u,Lead,Pb,u
panEubacterium_sulci_pe180_c,"phosphatidylethanolamine (dioctadecanoyl, n-C18:0)",C41H82N1O8P1,c
panEubacterium_sulci_peai17_c,"Phosphatidylethanolamine (14-methyl-hexadecanoyl, anteiso-C17)",C39H78NO8P,c
panEubacterium_sulci_pei17_c,"Phosphatidylethanolamine (15-methyl-hexadecanoyl, iso-C17)",C39H78NO8P,c
panEubacterium_sulci_pendp_c,all-trans-Pentaprenyl diphosphate,C25H41O7P2,c
panEubacterium_sulci_pep_c,Phosphoenolpyruvate,C3H2O6P,c
panEubacterium_sulci_peptmet_L_c,Peptide-L-methionine,XC3H7S,c
panEubacterium_sulci_peptmetox_L_c,Peptide-L-methionine (R)-S-oxide,XC3H7OS,c
panEubacterium_sulci_pg140_c,"Phosphatidylglycerol (ditetradecanoyl, n-C14:0)",C34H66O10P1,c
panEubacterium_sulci_pg160_c,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",C38H74O10P1,c
panEubacterium_sulci_pg180_c,"Phosphatidylglycerol (dioctadecanoyl, n-C18:0)",C42H82O10P1,c
panEubacterium_sulci_pgai15_c,"Phosphatidylglycerol (12-methyl-tetradecanoyl, anteiso-C15)",C36H70O10P,c
panEubacterium_sulci_pgai17_c,"Phosphatidylglycerol (14-methyl-hexadecanoyl, anteiso-C17)",C40H78O10P,c
panEubacterium_sulci_pgi14_c,"Phosphatidylglycerol (12-methyltridecanoyl, iso-C14)",C34H66O10P,c
panEubacterium_sulci_pgi15_c,"Phosphatidylglycerol (13-methyltetradecanoyl, iso-C15)",C36H70O10P,c
panEubacterium_sulci_pgi16_c,"Phosphatidylglycerol (14-methylpentadecanoyl, iso-C16)",C38H74O10P,c
panEubacterium_sulci_pgi17_c,"Phosphatidylglycerol (15-methyl-hexadecanoyl, iso-C17)",C40H78O10P,c
panEubacterium_sulci_pgp120_c,"Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)",C30H57O13P2,c
panEubacterium_sulci_pgp140_c,"Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)",C34H65O13P2,c
panEubacterium_sulci_pgp141_c,"Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)",C34H61O13P2,c
panEubacterium_sulci_pgp160_c,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",C38H73O13P2,c
panEubacterium_sulci_pgp161_c,"Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)",C38H69O13P2,c
panEubacterium_sulci_pgp180_c,"Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)",C42H81O13P2,c
panEubacterium_sulci_pgp181_c,"Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)",C42H77O13P2,c
panEubacterium_sulci_pgpai15_c,"Phosphatidylglycerophosphate (12-methyl-tetradecanoyl, anteiso-C15)",C36H69O13P2,c
panEubacterium_sulci_pgpai17_c,"Phosphatidylglycerophosphate (14-methyl-hexadecanoyl, anteiso-C17)",C40H77O13P2,c
panEubacterium_sulci_pgpi14_c,"Phosphatidylglycerophosphate (12-methyltridecanoyl, iso-C14)",C34H65O13P2,c
panEubacterium_sulci_pgpi15_c,"Phosphatidylglycerophosphate (13-methyltetradecanoyl, iso-C15)",C36H69O13P2,c
panEubacterium_sulci_pgpi16_c,"Phosphatidylglycerophosphate (14-methylpentadecanoyl, iso-C16)",C38H73O13P2,c
panEubacterium_sulci_pgpi17_c,"Phosphatidylglycerophosphate (15-methyl-hexadecanoyl, iso-C17)",C40H77O13P2,c
panEubacterium_sulci_phe_L_c,L-phenylalanine,C9H11NO2,c
panEubacterium_sulci_phe_L_u,L-phenylalanine,C9H11NO2,u
panEubacterium_sulci_pheme_c,Protoheme,C34H30FeN4O4,c
panEubacterium_sulci_pheme_u,Protoheme,C34H30FeN4O4,u
panEubacterium_sulci_phom_c,O-phosphonato-L-homoserine(2-),C4H8NO6P,c
panEubacterium_sulci_phpyr_c,keto-phenylpyruvate,C9H7O3,c
panEubacterium_sulci_phthr_c,O-Phospho-4-hydroxy-L-threonine,C4H8NO7P,c
panEubacterium_sulci_pi_c,hydrogenphosphate,HO4P,c
panEubacterium_sulci_pi_u,hydrogenphosphate,HO4P,u
panEubacterium_sulci_pmtcoa_c,Palmitoyl-CoA (n-C16:0CoA),C37H62N7O17P3S,c
panEubacterium_sulci_pnp_c,"4-Hydroxynitrobenzene, p-Nitrophenol",C6H4NO3,c
panEubacterium_sulci_pnto_R_c,(R)-Pantothenate,C9H16NO5,c
panEubacterium_sulci_pnto_R_u,(R)-Pantothenate,C9H16NO5,u
panEubacterium_sulci_ppa_c,Propionate,C3H5O2,c
panEubacterium_sulci_ppap_c,Propanoyl phosphate,C3H5O5P,c
panEubacterium_sulci_ppcoa_c,Propanoyl-CoA,C24H36N7O17P3S,c
panEubacterium_sulci_ppgpp_c,"Guanosine 3,5-bis(diphosphate)",C10H11N5O17P4,c
panEubacterium_sulci_pphn_c,Prephenate,C10H8O6,c
panEubacterium_sulci_ppi_c,Diphosphate,HO7P2,c
panEubacterium_sulci_pppg9_c,Protoporphyrinogen IX,C34H38N4O4,c
panEubacterium_sulci_pppi_c,triphosphate(5-),HO10P3,c
panEubacterium_sulci_ppt_c,Phosphonate,HO3P,c
panEubacterium_sulci_ppt_u,Phosphonate,HO3P,u
panEubacterium_sulci_pram_c,5-Phospho-beta-D-ribosylamine,C5H11NO7P,c
panEubacterium_sulci_prl45tca_c,Prenol-45n teichoic acid,C206H386N2O242P47,c
panEubacterium_sulci_prl45tcaala_c,Prenol-45n teichoic acid-alanine substituted,C341H566N47O242P47,c
panEubacterium_sulci_prl45tcaglc_c,Prenol-45n teichoic acid-glucose substituted,C476H836N2O467P47,c
panEubacterium_sulci_pro_L_c,L-proline,C5H9NO2,c
panEubacterium_sulci_pro_L_u,L-proline,C5H9NO2,u
panEubacterium_sulci_proteinsynth_c,Protein biosynthesis,X,c
panEubacterium_sulci_prpp_c,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,c
panEubacterium_sulci_ps180_c,"phosphatidylserine (dioctadecanoyl, n-C18:0)",C42H81N1O10P1,c
panEubacterium_sulci_psai17_c,"Phosphatidylserine (14-methyl-hexadecanoyl, anteiso-C17)",C40H77NO10P,c
panEubacterium_sulci_psd5p_c,Pseudouridine 5-phosphate,C9H11N2O9P,c
panEubacterium_sulci_pser_L_c,O-Phospho-L-serine,C3H6NO6P,c
panEubacterium_sulci_psi17_c,"Phosphatidylserine (15-methyl-hexadecanoyl, iso-C17)",C40H77NO10P,c
panEubacterium_sulci_ptrc_c,Putrescine,C4H14N2,c
panEubacterium_sulci_ptrc_u,Putrescine,C4H14N2,u
panEubacterium_sulci_pydx5p_c,Pyridoxal 5-phosphate,C8H8NO6P,c
panEubacterium_sulci_pydx_c,Pyridoxal,C8H9NO3,c
panEubacterium_sulci_pydx_u,Pyridoxal,C8H9NO3,u
panEubacterium_sulci_pyr_c,Pyruvate,C3H3O3,c
panEubacterium_sulci_pyr_u,Pyruvate,C3H3O3,u
panEubacterium_sulci_q8_c,Ubiquinone-8,C49H74O4,c
panEubacterium_sulci_q8_u,Ubiquinone-8,C49H74O4,u
panEubacterium_sulci_q8h2_c,Ubiquinol-8,C49H76O4,c
panEubacterium_sulci_quln_c,quinolinate(2-),C7H3NO4,c
panEubacterium_sulci_r1p_c,alpha-D-Ribose 1-phosphate,C5H9O8P,c
panEubacterium_sulci_r5p_c,alpha-D-Ribose 5-phosphate,C5H9O8P,c
panEubacterium_sulci_rdmbzi_c,"N1-(alpha-D-ribosyl)-5,6-dimethylbenzimidazole",C14H18N2O4,c
panEubacterium_sulci_rhcys_c,S-Ribosyl-L-homocysteine,C9H17NO6S,c
panEubacterium_sulci_rib_D_c,D-ribose,C5H10O5,c
panEubacterium_sulci_rib_D_u,D-ribose,C5H10O5,u
panEubacterium_sulci_ribflv_c,Riboflavin,C17H20N4O6,c
panEubacterium_sulci_ribflv_u,Riboflavin,C17H20N4O6,u
panEubacterium_sulci_rnam_c,N-Ribosylnicotinamide,C11H15N2O5,c
panEubacterium_sulci_rnatrans_c,RNA transcription,X,c
panEubacterium_sulci_ru5p_D_c,D-ribulose 5-phosphate(2-),C5H9O8P,c
panEubacterium_sulci_s17bp_c,"Sedoheptulose 1,7-bisphosphate",C7H12O13P2,c
panEubacterium_sulci_s7p_c,Sedoheptulose 7-phosphate,C7H13O10P,c
panEubacterium_sulci_sbzcoa_c,O-Succinylbenzoyl-CoA,C32H39N7O20P3S,c
panEubacterium_sulci_seasmet_c,Se-Adenosylselenomethionine,C15H23N6O5Se,c
panEubacterium_sulci_selmeth_c,selenomethionine,C5H11NO2Se,c
panEubacterium_sulci_ser_L_c,L-serine,C3H7NO3,c
panEubacterium_sulci_ser_L_u,L-serine,C3H7NO3,u
panEubacterium_sulci_sheme_c,Siroheme,C42H36FeN4O16,c
panEubacterium_sulci_sheme_u,Siroheme,C42H36FeN4O16,u
panEubacterium_sulci_skm5p_c,Shikimate 5-phosphate,C7H8O8P,c
panEubacterium_sulci_skm_c,Shikimate,C7H9O5,c
panEubacterium_sulci_so3_c,Sulfite,O3S,c
panEubacterium_sulci_so4_c,sulfate,O4S,c
panEubacterium_sulci_so4_u,sulfate,O4S,u
panEubacterium_sulci_spmd_c,Spermidine,C7H22N3,c
panEubacterium_sulci_spmd_u,Spermidine,C7H22N3,u
panEubacterium_sulci_stcoa_c,Stearoyl-CoA (n-C18:0CoA),C39H66N7O17P3S,c
panEubacterium_sulci_sttca1_c,"Stearoyllipoteichoic acid (n=24), linked, unsubstituted",C123H240O135P24,c
panEubacterium_sulci_sttcaacgam_c,"Stearoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine",C315H552N24O255P24,c
panEubacterium_sulci_sttcaala_D_c,"Stearoyllipoteichoic acid (n=24), linked, D-alanine substituted",C195H336N24O135P24,c
panEubacterium_sulci_sttcaglc_c,"Stearoyllipoteichoic acid (n=24), linked, glucose substituted",C267H480O255P24,c
panEubacterium_sulci_sucbz_c,o-Succinylbenzoate,C11H8O5,c
panEubacterium_sulci_succ_c,Succinate,C4H4O4,c
panEubacterium_sulci_succ_u,Succinate,C4H4O4,u
panEubacterium_sulci_succoa_c,Succinyl-CoA,C25H35N7O19P3S,c
panEubacterium_sulci_suchms_c,O-Succinyl-L-homoserine,C8H12NO6,c
panEubacterium_sulci_t3c11vaceACP_c,trans-3-cis-11-vacceoyl-[acyl-carrier protein],C29H51N2O8PRS,c
panEubacterium_sulci_t3c5ddeceACP_c,trans-3-cis-5-dodecenoyl-[acyl-carrier protein],C23H39N2O8PRS,c
panEubacterium_sulci_t3c7mrseACP_c,trans-3-cis-7-myristoleoyl-[acyl-carrier protein],C25H43N2O8PRS,c
panEubacterium_sulci_tag6p_D_c,D-Tagatose 6-phosphate,C6H11O9P,c
panEubacterium_sulci_tagdp_D_c,"D-Tagatose 1,6-biphosphate",C6H10O12P2,c
panEubacterium_sulci_tartr_L_c,L-tartrate,C4H4O6,c
panEubacterium_sulci_tcam_c,"minor teichoic acid (acetylgalactosamine glucose phosphate, n=30)",X,c
panEubacterium_sulci_tdcoa_c,Tetradecanoyl-CoA (n-C14:0CoA),C35H58N7O17P3S,c
panEubacterium_sulci_tddec2eACP_c,trans-Dodec-2-enoyl-[acyl-carrier protein],C23H41N2O8PRS,c
panEubacterium_sulci_tdeACP_c,cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),C25H45N2O8PRS,c
panEubacterium_sulci_tdec2eACP_c,trans-Dec-2-enoyl-[acyl-carrier protein],C21H37N2O8PRS,c
panEubacterium_sulci_teich_45_BS_c,"teichuronic acid (GlcA + GalNac, 45 repeating unit)",X,c
panEubacterium_sulci_thdp_c,"2,3,4,5-Tetrahydrodipicolinate",C7H7NO4,c
panEubacterium_sulci_thex2eACP_c,trans-Hex-2-enoyl-[acyl-carrier protein],C17H29N2O8PRS,c
panEubacterium_sulci_thf_c,"5,6,7,8-Tetrahydrofolate",C19H21N7O6,c
panEubacterium_sulci_thfglu_c,Tetrahydrofolyl-[Glu](2),C24H27N8O9,c
panEubacterium_sulci_thm_c,Thiamin,C12H17N4OS,c
panEubacterium_sulci_thm_u,Thiamin,C12H17N4OS,u
panEubacterium_sulci_thmmp_c,Thiamin monophosphate,C12H16N4O4PS,c
panEubacterium_sulci_thmpp_c,Thiamine diphosphate,C12H16N4O7P2S,c
panEubacterium_sulci_thr_L_c,L-threonine,C4H9NO3,c
panEubacterium_sulci_thr_L_u,L-threonine,C4H9NO3,u
panEubacterium_sulci_thymd_c,Thymidine,C10H14N2O5,c
panEubacterium_sulci_thymd_u,Thymidine,C10H14N2O5,u
panEubacterium_sulci_tmrs2eACP_c,trans-Tetradec-2-enoyl-[acyl-carrier protein],C25H45N2O8PRS,c
panEubacterium_sulci_toct2eACP_c,trans-Oct-2-enoyl-[acyl-carrier protein],C19H33N2O8PRS,c
panEubacterium_sulci_toctd2eACP_c,trans-octadec-2-enoyl-[acyl-carrier protein],C29H53N2O8PRS,c
panEubacterium_sulci_tpalm2eACP_c,trans-Hexadec-2-enoyl-[acyl-carrier protein],C27H49N2O8PRS,c
panEubacterium_sulci_trdox_c,Oxidized thioredoxin,X,c
panEubacterium_sulci_trdrd_c,Reduced thioredoxin,XH2,c
panEubacterium_sulci_trnaglu_c,tRNA (Glu),R,c
panEubacterium_sulci_trp_L_c,L-tryptophan,C11H12N2O2,c
panEubacterium_sulci_trp_L_u,L-tryptophan,C11H12N2O2,u
panEubacterium_sulci_tsul_c,thiosulfate(2-),O3S2,c
panEubacterium_sulci_ttc_ggdp_c,"trans,trans,cis-Geranylgeranyl diphosphate",C20H33O7P2,c
panEubacterium_sulci_ttdca_c,tetradecanoate (n-C14:0),C14H27O2,c
panEubacterium_sulci_ttdcea_c,tetradecenoate (n-C14:1),C14H25O2,c
panEubacterium_sulci_tyr_L_c,L-tyrosine,C9H11NO3,c
panEubacterium_sulci_tyr_L_u,L-tyrosine,C9H11NO3,u
panEubacterium_sulci_u3aga_c,UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine,C31H51N3O19P2,c
panEubacterium_sulci_uGgl_c,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,C34H52N7O24P2,c
panEubacterium_sulci_uGgla_c,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C40H62N9O26P2,c
